frame, lambda, x, y
2.040000000000000000e+02,9.882556093013705745e-02,2.671470150491892070e+00,4.135717156359490332e+00
2.050000000000000000e+02,9.924135800298931886e-02,2.685185492507433214e+00,4.155461551203330828e+00
2.060000000000000000e+02,9.965658205155354665e-02,2.698905850170145726e+00,4.175201334282164112e+00
2.070000000000000000e+02,1.000712343038855229e-01,2.712631210035100882e+00,4.194936513653786392e+00
2.080000000000000000e+02,1.004853159849400934e-01,2.726361558685839181e+00,4.214667097374857008e+00
2.090000000000000000e+02,1.008988283165807853e-01,2.740096882734142092e+00,4.234393093501111593e+00
2.100000000000000000e+02,1.013117725175853162e-01,2.753837168820176817e+00,4.254114510087035228e+00
2.110000000000000000e+02,1.017241498036569464e-01,2.767582403612278696e+00,4.273831355186018754e+00
2.120000000000000000e+02,1.021359613874300992e-01,2.781332573807032471e+00,4.293543636850159828e+00
2.130000000000000000e+02,1.025472084784797983e-01,2.795087666129097759e+00,4.313251363130262916e+00
2.140000000000000000e+02,1.029578922833299659e-01,2.808847667331218378e+00,4.332954542075825088e+00
2.150000000000000000e+02,1.033680140054615559e-01,2.822612564194131313e+00,4.352653181734936538e+00
2.160000000000000000e+02,1.037775748453193397e-01,2.836382343526558270e+00,4.372347290154223742e+00
2.170000000000000000e+02,1.041865760003214680e-01,2.850156992165094216e+00,4.392036875378792615e+00
2.180000000000000000e+02,1.045950186648675340e-01,2.863936496974184731e+00,4.411721945452271143e+00
2.190000000000000000e+02,1.050029040303458866e-01,2.877720844846064274e+00,4.431402508416553587e+00
2.200000000000000000e+02,1.054102332851418050e-01,2.891510022700694460e+00,4.451078572311956805e+00
2.210000000000000000e+02,1.058170076146461303e-01,2.905304017485697443e+00,4.470750145177106560e+00
2.220000000000000000e+02,1.062232282012619405e-01,2.919102816176371462e+00,4.490417235048766997e+00
2.230000000000000000e+02,1.066288962244158756e-01,2.932906405775461245e+00,4.510079849962025378e+00
2.240000000000000000e+02,1.070340128605609398e-01,2.946714773313322322e+00,4.529737997949965234e+00
2.250000000000000000e+02,1.074385792831883818e-01,2.960527905847726071e+00,4.549391687043836896e+00
2.260000000000000000e+02,1.078425966628348553e-01,2.974345790463826855e+00,4.569040925272901177e+00
2.270000000000000000e+02,1.082460661670896912e-01,2.988168414274101625e+00,4.588685720664429368e+00
2.280000000000000000e+02,1.086489889606029186e-01,3.001995764418369461e+00,4.608326081243575345e+00
2.290000000000000000e+02,1.090513662050944937e-01,3.015827828063561089e+00,4.627962015033446619e+00
2.300000000000000000e+02,1.094531990593587689e-01,3.029664592403912504e+00,4.647593530054919597e+00
2.310000000000000000e+02,1.098544886792763714e-01,3.043506044660663434e+00,4.667220634326710638e+00
2.320000000000000000e+02,1.102552362178201989e-01,3.057352172082135944e+00,4.686843335865290783e+00
2.330000000000000000e+02,1.106554428250629274e-01,3.071202961943687804e+00,4.706461642684786284e+00
2.340000000000000000e+02,1.110551096481845884e-01,3.085058401547578377e+00,4.726075562796978602e+00
2.350000000000000000e+02,1.114542378314819504e-01,3.098918478222989492e+00,4.745685104211275984e+00
2.360000000000000000e+02,1.118528285163745695e-01,3.112783179325894878e+00,4.765290274934613990e+00
2.370000000000000000e+02,1.122508828414141846e-01,3.126652492239062386e+00,4.784891082971455489e+00
2.380000000000000000e+02,1.126484019422903798e-01,3.140526404371978497e+00,4.804487536323719610e+00
2.390000000000000000e+02,1.130453869518393689e-01,3.154404903160814122e+00,4.824079642990724892e+00
2.400000000000000000e+02,1.134418390000530713e-01,3.168287976068305145e+00,4.843667410969203502e+00
2.410000000000000000e+02,1.138377592140843858e-01,3.182175610583753311e+00,4.863250848253173331e+00
2.420000000000000000e+02,1.142331487182551009e-01,3.196067794222988034e+00,4.882829962833937998e+00
2.430000000000000000e+02,1.146280086340667331e-01,3.209964514528243384e+00,4.902404762700044216e+00
2.440000000000000000e+02,1.150223400802032475e-01,3.223865759068142545e+00,4.921975255837253371e+00
2.450000000000000000e+02,1.154161441725426313e-01,3.237771515437630310e+00,4.941541450228456256e+00
2.460000000000000000e+02,1.158094220241626671e-01,3.251681771257942000e+00,4.961103353853658859e+00
2.470000000000000000e+02,1.162021747453481357e-01,3.265596514176520415e+00,4.980660974689925524e+00
2.480000000000000000e+02,1.165944034436003224e-01,3.279515731866966544e+00,5.000214320711307892e+00
2.490000000000000000e+02,1.169861092236420957e-01,3.293439412028991597e+00,5.019763399888901745e+00
2.500000000000000000e+02,1.173772931874264708e-01,3.307367542388357951e+00,5.039308220190676479e+00
2.510000000000000000e+02,1.177679564341457680e-01,3.321300110696807195e+00,5.058848789581517735e+00
2.520000000000000000e+02,1.181581000602359155e-01,3.335237104732027724e+00,5.078385116023184764e+00
2.530000000000000000e+02,1.185477251593860942e-01,3.349178512297585897e+00,5.097917207474225165e+00
2.540000000000000000e+02,1.189368328225454685e-01,3.363124321222907387e+00,5.117445071889932251e+00
2.550000000000000000e+02,1.193254241379312353e-01,3.377074519363136407e+00,5.136968717222373471e+00
2.560000000000000000e+02,1.197135001910349522e-01,3.391029094599174343e+00,5.156488151420276722e+00
2.570000000000000000e+02,1.201010620646308508e-01,3.404988034837548305e+00,5.176003382429001931e+00
2.580000000000000000e+02,1.204881108387825250e-01,3.418951328010436441e+00,5.195514418190569472e+00
2.590000000000000000e+02,1.208746475908512447e-01,3.432918962075516056e+00,5.215021266643532272e+00
2.600000000000000000e+02,1.212606733955009092e-01,3.446890925016012464e+00,5.234523935722918964e+00
2.610000000000000000e+02,1.216461893247094139e-01,3.460867204840553324e+00,5.254022433360347577e+00
2.620000000000000000e+02,1.220311964477717864e-01,3.474847789583172197e+00,5.273516767483826584e+00
2.630000000000000000e+02,1.224156958313109417e-01,3.488832667303194857e+00,5.293006946017797532e+00
2.640000000000000000e+02,1.227996885392817206e-01,3.502821826085266377e+00,5.312492976883063989e+00
2.650000000000000000e+02,1.231831756329807154e-01,3.516815254039226346e+00,5.331974867996777334e+00
2.660000000000000000e+02,1.235661581710519735e-01,3.530812939300091546e+00,5.351452627272351492e+00
2.670000000000000000e+02,1.239486372094948108e-01,3.544814870027978237e+00,5.370926262619491354e+00
2.680000000000000000e+02,1.243306138016711665e-01,3.558821034408064410e+00,5.390395781944150144e+00
2.690000000000000000e+02,1.247120889983117098e-01,3.572831420650543599e+00,5.409861193148387315e+00
2.700000000000000000e+02,1.250930638475253043e-01,3.586846016990506314e+00,5.429322504130482230e+00
2.710000000000000000e+02,1.254735393948031019e-01,3.600864811687972455e+00,5.448779722784834689e+00
2.720000000000000000e+02,1.258535166830277441e-01,3.614887793027814933e+00,5.468232857001851244e+00
2.730000000000000000e+02,1.262329967524806196e-01,3.628914949319609562e+00,5.487681914668058880e+00
2.740000000000000000e+02,1.266119806408464166e-01,3.642946268897772732e+00,5.507126903665906070e+00
2.750000000000000000e+02,1.269904693832236420e-01,3.656981740121300728e+00,5.526567831873876457e+00
2.760000000000000000e+02,1.273684640121298672e-01,3.671021351373835007e+00,5.546004707166389380e+00
2.770000000000000000e+02,1.277459655575082509e-01,3.685065091063576492e+00,5.565437537413743030e+00
2.780000000000000000e+02,1.281229750467353934e-01,3.699112947623287351e+00,5.584866330482057606e+00
2.790000000000000000e+02,1.284994935046279985e-01,3.713164909510092038e+00,5.604291094233389003e+00
2.800000000000000000e+02,1.288755219534511165e-01,3.727220965205576331e+00,5.623711836525515650e+00
2.810000000000000000e+02,1.292510614129221969e-01,3.741281103215683856e+00,5.643128565211966929e+00
2.820000000000000000e+02,1.296261129002211354e-01,3.755345312070593078e+00,5.662541288142065810e+00
2.830000000000000000e+02,1.300006774299952983e-01,3.769413580324781243e+00,5.681950013160772528e+00
2.840000000000000000e+02,1.303747560143674045e-01,3.783485896556854744e+00,5.701354748108769854e+00
2.850000000000000000e+02,1.307483496629413544e-01,3.797562249369611287e+00,5.720755500822306772e+00
2.860000000000000000e+02,1.311214593828106123e-01,3.811642627389869808e+00,5.740152279133297952e+00
2.870000000000000000e+02,1.314940861785635073e-01,3.825727019268496232e+00,5.759545090869153228e+00
2.880000000000000000e+02,1.318662310522915604e-01,3.839815413680317313e+00,5.778933943852877064e+00
2.890000000000000000e+02,1.322378950035940914e-01,3.853907799324101546e+00,5.798318845902954877e+00
